SAMINATURA BINEFAR;;;;;;;;;;;;;;;;;;;;;;
ARTICULOS GENERAL;;;;;;;;;;;;;;;;;;;;;;

Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F
2573;2573;THERMO;UNIDADES;0%;;;NORMAL;;V;C;S; 
2467;2467;thermo 260ml;UNIDADES;0%;;;NORMAL;;V;C;S; 
2468;2468;THERMO CASHM B 500ML;UNIDADES;0%;;;NORMAL;;V;C;S; 
2469;2469;THERMO CASHM N 500ml;UNIDADES;0%;;;NORMAL;;V;C;S; 
2471;2471;THERMO CAT 500ml;UNIDADES;0%;;;NORMAL;;V;C;S; 
2476;2476;THERMO LILA;UNIDADES;0%;;;NORMAL;;V;C;S; 
2473;2473;THERMO LOVE;UNIDADES;0%;;;NORMAL;;V;C;S; 
2470;2470;THERMO PRIM PINK 500ML;UNIDADES;0%;;;NORMAL;;V;C;S; 
2475;2475;THERMO ROJO;UNIDADES;0%;;;NORMAL;;V;C;S; 
2575;2575;THERMO TE;UNIDADES;0%;;;NORMAL;;V;C;S; 
1560;1560;THYRO BOOSTER;UNIDADES;10%;;;NORMAL;;V;C;S; 
3263;3263;tinte;UNIDADES;21%;;;NORMAL;;V;C;S; 
3264;3264;TINTE;UNIDADES;21%;;;NORMAL;;V;C;S; 
3504;3504;TIRAS DE DIENTES;UNIDADES;21%;;;NORMAL;;V;C;S; 
3367;3367;tisana;UNIDADES;0%;;;NORMAL;;V;C;S; 
2893;2893;TOALLITAS INTIMAS;UNIDADES;21%;;;NORMAL;;V;C;S; 
2637;2637;tocobo crema spf50+;UNIDADES;21%;;;NORMAL;;V;C;S; 
2636;2636;TOCOBO STICK SPF50+;UNIDADES;21%;;;NORMAL;;V;C;S; 
2628;2628;tofu ahimsa;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 34 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
3002;3002;tomate frito s/az;UNIDADES;10%;;;NORMAL;;V;C;S; 
3511;3511;TOMILLO INF;UNIDADES;10%;;;NORMAL;;V;C;S; 
1983;1983;TONICO FACIAL;UNIDADES;21%;;;NORMAL;;V;C;S; 
3190;3190;TORT CHOC;UNIDADES;10%;;;NORMAL;;V;C;S; 
2320;2320;TORTITAS CLASICAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1761;1761;TORTITAS DE ARROZ SIN SAL;UNIDADES;10%;;;NORMAL;;V;C;S; 
2333;2333;TORTITAS DE MAIZ;UNIDADES;10%;;;NORMAL;;V;C;S; 
2260;2260;TORTITAS DE SARRACENO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2804;2804;tortitas sarraceno biocop;UNIDADES;4%;;;NORMAL;;V;C;S; 
1766;1766;tostadas castaña;UNIDADES;10%;;;NORMAL;;V;C;S; 
1889;1889;tostadas s/g castañas;UNIDADES;10%;;;NORMAL;;V;C;S; 
2206;2206;total blocker;UNIDADES;10%;;;NORMAL;;V;C;S; 
1567;1567;total clean;UNIDADES;10%;;;NORMAL;;V;C;S; 
3012;3012;TRIPLE MAGNESIO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2016;2016;tudca+nac;UNIDADES;0%;;;NORMAL;;V;C;S; 
1832;1832;tulsi curcuma;UNIDADES;10%;;;NORMAL;;V;C;S; 
1784;1784;TULSI TUMMY;UNIDADES;10%;;;NORMAL;;V;C;S; 
2576;2576;turmeric organic india;UNIDADES;10%;;;NORMAL;;V;C;S; 
2084;2084;TURON DE ALICANTE;UNIDADES;10%;;;NORMAL;;V;C;S; 
3303;3303;turron;UNIDADES;10%;;;NORMAL;;V;C;S; 
3302;3302;TURRON;UNIDADES;10%;;;NORMAL;;V;C;S; 
2085;2085;TURRON JIJONA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2824;2824;ubiquinol 100mg NOW;UNIDADES;0%;;;NORMAL;;V;C;S; 
2784;2784;UC-II;UNIDADES;10%;;;NORMAL;;V;C;S; 
3346;3346;Ulip blam basis sensitiv;UNIDADES;10%;;;NORMAL;;V;C;S; 
1194;1194;ultra-b complex;UNIDADES;10%;;;NORMAL;;V;C;S; 
2842;2842;UMIBOSHI;UNIDADES;10%;;;NORMAL;;V;C;S; 
1874;1874;URIPRINOL;UNIDADES;10%;;;NORMAL;;V;C;S; 
3098;3098;UVA URSI SWANSON;UNIDADES;0%;;;NORMAL;;V;C;S; 
2390;2390;V PROTEINA vainilla;UNIDADES;0%;;;NORMAL;;V;C;S; 
2397;2397;v protien pistacho;UNIDADES;0%;;;NORMAL;;V;C;S; 
2492;2492;vainilla;UNIDADES;10%;;;NORMAL;;V;C;S; 
3270;3270;valeriana;UNIDADES;10%;;;NORMAL;;V;C;S; 
2923;2923;VARIVITA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2669;2669;vegan pr alln;UNIDADES;0%;;;NORMAL;;V;C;S; 
3276;3276;VERMICELLI;UNIDADES;10%;;;NORMAL;;V;C;S; 
2460;2460;vinagre balsamico;UNIDADES;10%;;;NORMAL;;V;C;S; 
1904;1904;vinagre de crianza;UNIDADES;10%;;;NORMAL;;V;C;S; 
3492;3492;vinagre de granada;UNIDADES;10%;;;NORMAL;;V;C;S; 
2569;2569;vinagre de manz;UNIDADES;0%;;;NORMAL;;V;C;S; 
2894;2894;vinagre de manzana biocop;UNIDADES;10%;;;NORMAL;;V;C;S; 
1905;1905;VINAGRE DE VINO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2490;2490;VINAGRE LA FINESTRA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2489;2489;vinagre voelkal;UNIDADES;10%;;;NORMAL;;V;C;S; 
2115;2115;viola;UNIDADES;21%;;;NORMAL;;V;C;S; 
2340;2340;VIT C;UNIDADES;0%;;;NORMAL;;V;C;S; 
2368;2368;VIT C 1000;UNIDADES;10%;;;NORMAL;;V;C;S; 
2415;2415;vit c hsn;UNIDADES;10%;;;NORMAL;;V;C;S; 
2522;2522;VIT D3;UNIDADES;10%;;;NORMAL;;V;C;S; 
2593;2593;vit d3 LIFEPRO;UNIDADES;10%;;;NORMAL;;V;C;S; 
2438;2438;vitamina A+E all nutricion;UNIDADES;0%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 35 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
2413;2413;vitamina e 400mg;UNIDADES;10%;;;NORMAL;;V;C;S; 
2442;2442;VITAMINA E LIQUIDA NOW;UNIDADES;0%;;;NORMAL;;V;C;S; 
2530;2530;vitex extract;UNIDADES;0%;;;NORMAL;;V;C;S; 
2480;2480;vitex semillas;UNIDADES;10%;;;NORMAL;;V;C;S; 
2165;2165;viva flore;UNIDADES;10%;;;NORMAL;;V;C;S; 
2133;2133;voz clara;UNIDADES;10%;;;NORMAL;;V;C;S; 
2755;2755;W CREMA PAÑAL;UNIDADES;21%;;;NORMAL;;V;C;S; 
2764;2764;W FACIAL BEBE;UNIDADES;21%;;;NORMAL;;V;C;S; 
2174;2174;w lactose f choco;UNIDADES;0%;;;NORMAL;;V;C;S; 
2173;2173;W LACTOSE F TARTA;UNIDADES;0%;;;NORMAL;;V;C;S; 
2056;2056;weleda;UNIDADES;21%;;;NORMAL;;V;C;S; 
3411;3411;whey 2kg;UNIDADES;0%;;;NORMAL;;V;C;S; 
1723;1723;whey 500g;UNIDADES;10%;;;NORMAL;;V;C;S; 
1244;1244;WHEY BIGCRAC;UNIDADES;10%;;;NORMAL;;V;C;S; 
2344;2344;whey biotech;UNIDADES;0%;;;NORMAL;;V;C;S; 
2875;2875;whey dragon;UNIDADES;10%;;;NORMAL;;V;C;S; 
2879;2879;whey dragon 1,8kg;UNIDADES;10%;;;NORMAL;;V;C;S; 
2878;2878;whey dragon 1,8KG;UNIDADES;10%;;;NORMAL;;V;C;S; 
3048;3048;WHEY ISOLATE HSN 500G;UNIDADES;10%;;;NORMAL;;V;C;S; 
2172;2172;whey lactose free v;UNIDADES;0%;;;NORMAL;;V;C;S; 
1958;1958;whey licious;UNIDADES;10%;;;NORMAL;;V;C;S; 
2200;2200;WHEY MATRIX 50/50 2 Kg fresa;UNIDADES;10%;;;NORMAL;;V;C;S; 
2419;2419;whey mono;UNIDADES;10%;;;NORMAL;;V;C;S; 
2655;2655;WHEY NUETRO HSN;UNIDADES;10%;;;NORMAL;;V;C;S; 
2789;2789;WHEY ONE PIECE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1846;1846;WHEY PINK CAKE;UNIDADES;10%;;;NORMAL;;V;C;S; 
2208;2208;WHEY PROTEIN 100% 1 Kg lechemerengada;UNIDADES;10%;;;NORMAL;;V;C;S; 
2207;2207;WHEY PROTEIN 100% 1 Kg PIÑACOLADA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1186;1186;whey protein procao;UNIDADES;10%;;;NORMAL;;V;C;S; 
2400;2400;whey vanilla;UNIDADES;0%;;;NORMAL;;V;C;S; 
3158;3158;whey+ colagen;UNIDADES;0%;;;NORMAL;;V;C;S; 
1959;1959;WHEYLICIOUS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1980;1980;wild pump;UNIDADES;10%;;;NORMAL;;V;C;S; 
2535;2535;WILD YAM;UNIDADES;0%;;;NORMAL;;V;C;S; 
2031;2031;womens probiotics;UNIDADES;0%;;;NORMAL;;V;C;S; 
3204;3204;WOW MINI DONA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2870;2870;wow oreo;UNIDADES;10%;;;NORMAL;;V;C;S; 
3260;3260;xilitol 250g;UNIDADES;10%;;;NORMAL;;V;C;S; 
2698;2698;xilitol 500g;UNIDADES;10%;;;NORMAL;;V;C;S; 
2186;2186;xpel;UNIDADES;0%;;;NORMAL;;V;C;S; 
3186;3186;YAGRA ROSE;UNIDADES;21%;;;NORMAL;;V;C;S; 
3060;3060;YDRO WHEY choco;UNIDADES;0%;;;NORMAL;;V;C;S; 
3059;3059;YDRO WHEY VAINILLA;UNIDADES;0%;;;NORMAL;;V;C;S; 
3144;3144;yemoprolis;UNIDADES;10%;;;NORMAL;;V;C;S; 
2494;2494;yogi f/r;UNIDADES;10%;;;NORMAL;;V;C;S; 
1979;1979;yogi tea;UNIDADES;10%;;;NORMAL;;V;C;S; 
3115;3115;YOGI TEA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1839;1839;yogi tea energia;UNIDADES;10%;;;NORMAL;;V;C;S; 
1942;1942;YOGUR;UNIDADES;10%;;;NORMAL;;V;C;S; 
1654;1654;YOGUR  DE OVEJA 125G;UNIDADES;10%;;;NORMAL;;V;C;S; 
2933;2933;yogur de oveja 420g;UNIDADES;4%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 36 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001 TODAS;;;;;;;;;;;;;;;;;;;;;;
1679;1679;YOGUR DE VACA;UNIDADES;10%;;;NORMAL;;V;C;S; 
2059;2059;yogur griego cabra 420g;UNIDADES;10%;;;NORMAL;;V;C;S; 
1840;1840;YOGUR P2 MANZANA CANELA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1647;1647;YUM EARTH;UNIDADES;0%;;;NORMAL;;V;C;S; 
2437;2437;ZAATAR;UNIDADES;10%;;;NORMAL;;V;C;S; 
2389;2389;zeo choco;UNIDADES;0%;;;NORMAL;;V;C;S; 
2391;2391;zeo fresa;UNIDADES;0%;;;NORMAL;;V;C;S; 
2392;2392;ZEO MACARON;UNIDADES;0%;;;NORMAL;;V;C;S; 
2814;2814;zeolite 120gr;UNIDADES;0%;;;NORMAL;;V;C;S; 
2815;2815;ZEOLITE 60GR;UNIDADES;0%;;;NORMAL;;V;C;S; 
2118;2118;ZIEHGOLD ENERGY;UNIDADES;21%;;;NORMAL;;V;C;S; 
3432;3432;ZINC;UNIDADES;10%;;;NORMAL;;V;C;S; 
1929;1929;zinc ALDOUS;UNIDADES;10%;;;NORMAL;;V;C;S; 
2983;2983;zinc glycinate;UNIDADES;0%;;;NORMAL;;V;C;S; 
2700;2700;ZINC L-CARNOSINE;UNIDADES;0%;;;NORMAL;;V;C;S; 
2984;2984;ZINC PICOLINATE;UNIDADES;0%;;;NORMAL;;V;C;S; 
2194;2194;zinc+copper osavi;UNIDADES;0%;;;NORMAL;;V;C;S; 
3451;3451;ZINC+L-LYSINE;UNIDADES;0%;;;NORMAL;;V;C;S; 
2712;2712;ZMA;UNIDADES;10%;;;NORMAL;;V;C;S; 
3517;3517;zumo cit/zan;UNIDADES;21%;;;NORMAL;;V;C;S; 
2756;2756;zumo de abedul;UNIDADES;21%;;;NORMAL;;V;C;S; 
3003;3003;zumo de tomate 500ml;UNIDADES;10%;;;NORMAL;;V;C;S; 
3516;3516;ZUMO MELC P3;UNIDADES;21%;;;NORMAL;;V;C;S; 

001000 FRUTERIA;;;;;;;;;;;;;;;;;;;;;;
1114;1114;ARANDANOS;UNIDADES;0%;;;NORMAL;;V;C;S; 
1121;1121;brot alflf ruc;UNIDADES;0%;;;NORMAL;;V;C;S; 
1122;1122;BROT BROCOLI;UNIDADES;0%;;;NORMAL;;V;C;S; 
1123;1123;brot kale;UNIDADES;0%;;;NORMAL;;V;C;S; 
1124;1124;BROT RABANO;UNIDADES;0%;;;NORMAL;;V;C;S; 
1116;1116;CURCUMA BIO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1125;1125;datil medjoul;UNIDADES;0%;;;NORMAL;;V;C;S; 
1119;1119;esp baby;UNIDADES;0%;;;NORMAL;;V;C;S; 
1115;1115;ginger;UNIDADES;10%;;;NORMAL;;V;C;S; 
1117;1117;limon;UNIDADES;0%;;;NORMAL;;V;C;S; 
399;399;LIVER KINDEY organic india;UNIDADES;10%;;;NORMAL;;V;C;S; 
1120;1120;MIX ENSALADA;UNIDADES;0%;;;NORMAL;;V;C;S; 
1118;1118;MIX FRUTA;UNIDADES;0%;;;NORMAL;;V;C;S; 

001001 NUTRICION;;;;;;;;;;;;;;;;;;;;;;
1361;1361;5-HTP;UNIDADES;10%;;;NORMAL;;V;C;S; 
1237;1237;9,95PROPOLIS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1549;1549;absorb-n-zyme;UNIDADES;10%;;;NORMAL;;V;C;S; 
837;837;ACAI LIOFILIZADO;UNIDADES;10%;;;NORMAL;;V;C;S; 
841;841;ACEITE DE OLIVA ECO;UNIDADES;10%;;;NORMAL;;V;C;S; 
842;842;ACEITE DE SEMILLAS DE CAÑAMO;UNIDADES;10%;;;NORMAL;;V;C;S; 
409;409;ACEITE TULSI;UNIDADES;10%;;;NORMAL;;V;C;S; 
1509;1509;acerola;UNIDADES;10%;;;NORMAL;;V;C;S; 
502;502;acido hialuronico;UNIDADES;10%;;;NORMAL;;V;C;S; 
1505;1505;ACNDEPUR;UNIDADES;10%;;;NORMAL;;V;C;S; 
1243;1243;ADELGAPOWER;UNIDADES;10%;;;NORMAL;;V;C;S; 
899;899;AGUA DE MAR 1L;UNIDADES;10%;;;NORMAL;;V;C;S; 
911;911;AGUA DE MAR 3L;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 37 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001001 NUTRICION;;;;;;;;;;;;;;;;;;;;;;
1548;1548;ALFA LIPOICO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1387;1387;ALOE 10000 PROBIOTICS;UNIDADES;0%;;;NORMAL;;V;C;S; 
393;393;AMALKI;UNIDADES;10%;;;NORMAL;;V;C;S; 
382;382;AMLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1576;1576;ANG PROPOL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1358;1358;apple cider;UNIDADES;0%;;;NORMAL;;V;C;S; 
1215;1215;ARABIC GUM;UNIDADES;10%;;;NORMAL;;V;C;S; 
1640;1640;arginina + sitrulina now;UNIDADES;10%;;;NORMAL;;V;C;S; 
1582;1582;ARINGIL;UNIDADES;10%;;;NORMAL;;V;C;S; 
897;897;ARTICULO 897;UNIDADES;21%;;;NORMAL;;V;C;S; 
895;895;ASHWAGANDA;UNIDADES;10%;;;NORMAL;;V;C;S; 
985;985;ASHWAGANDHA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1474;1474;ashwaghanda;UNIDADES;10%;;;NORMAL;;V;C;S; 
1473;1473;ASHWAGHANDA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1209;1209;AVENA  BROWNIE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1210;1210;avena sin sabor;UNIDADES;10%;;;NORMAL;;V;C;S; 
1208;1208;avena speculoos;UNIDADES;10%;;;NORMAL;;V;C;S; 
838;838;AZUCAR DE COCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
992;992;B COMPLEX;UNIDADES;10%;;;NORMAL;;V;C;S; 
508;508;B12 aldous;UNIDADES;10%;;;NORMAL;;V;C;S; 
1522;1522;BACH;UNIDADES;21%;;;NORMAL;;V;C;S; 
1604;1604;balsamo reparador;UNIDADES;21%;;;NORMAL;;V;C;S; 
387;387;BAOBAB;UNIDADES;10%;;;NORMAL;;V;C;S; 
993;993;BCAA 200C;UNIDADES;10%;;;NORMAL;;V;C;S; 
998;998;BCAA 400C;UNIDADES;10%;;;NORMAL;;V;C;S; 
1550;1550;beanassist;UNIDADES;10%;;;NORMAL;;V;C;S; 
996;996;BERBERINA 500MG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1359;1359;BETAINE HCI;UNIDADES;0%;;;NORMAL;;V;C;S; 
505;505;biotina comp;UNIDADES;10%;;;NORMAL;;V;C;S; 
398;398;BOWELCARE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1266;1266;brahmi;UNIDADES;10%;;;NORMAL;;V;C;S; 
400;400;BRAHMI;UNIDADES;10%;;;NORMAL;;V;C;S; 
1577;1577;BUCAL-AF;UNIDADES;10%;;;NORMAL;;V;C;S; 
831;831;BUDDHA ACAI BANANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
833;833;BUDDHA ALGARROBA;UNIDADES;10%;;;NORMAL;;V;C;S; 
829;829;BUDDHA CACAO;UNIDADES;10%;;;NORMAL;;V;C;S; 
832;832;BUDDHA CACAO GUARANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
828;828;BUDDHA CHIA LIMON;UNIDADES;10%;;;NORMAL;;V;C;S; 
830;830;BUDDHA MACA VAINILLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1367;1367;BUTIRATO;UNIDADES;10%;;;NORMAL;;V;C;S; 
385;385;CACAO POLVO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1238;1238;CAFE VERDE;UNIDADES;10%;;;NORMAL;;V;C;S; 
898;898;CALCIO MARINO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1303;1303;candidase;UNIDADES;10%;;;NORMAL;;V;C;S; 
1240;1240;CARBON ACTIVO;UNIDADES;10%;;;NORMAL;;V;C;S; 
497;497;cardo mariano 150c;UNIDADES;10%;;;NORMAL;;V;C;S; 
1508;1508;CARDUSCOMPLEX;UNIDADES;10%;;;NORMAL;;V;C;S; 
856;856;CASCARA DE PSYLLIUM;UNIDADES;10%;;;NORMAL;;V;C;S; 
896;896;CBD FULL SPEC 5%;UNIDADES;10%;;;NORMAL;;V;C;S; 
1643;1643;cilantro;UNIDADES;10%;;;NORMAL;;V;C;S; 
999;999;CLEAR PROTEIN WATER 500ML;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 38 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001001 NUTRICION;;;;;;;;;;;;;;;;;;;;;;
844;844;CLEARSPRING SESAMO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1268;1268;cloruro de magnesium;UNIDADES;10%;;;NORMAL;;V;C;S; 
533;533;CMF ISO ZERO COOKIES CREAM1KG;UNIDADES;10%;;;NORMAL;;V;C;S; 
503;503;COL ,ACIDO HIAL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1489;1489;colageno;UNIDADES;10%;;;NORMAL;;V;C;S; 
1206;1206;colageno +mag;UNIDADES;10%;;;NORMAL;;V;C;S; 
1476;1476;COLAGENO ANTIAGING;UNIDADES;10%;;;NORMAL;;V;C;S; 
1440;1440;COLAGENO BOVINO;UNIDADES;0%;;;UNIDADES;;V;C;S; 
1201;1201;colageno bovino 150g;UNIDADES;10%;;;NORMAL;;V;C;S; 
1207;1207;COLAGENO+MAG LIMON;UNIDADES;10%;;;NORMAL;;V;C;S; 
1488;1488;COLAGENOFLEX;UNIDADES;10%;;;NORMAL;;V;C;S; 
1439;1439;colegeno marino;UNIDADES;0%;;;NORMAL;;V;C;S; 
397;397;COMLETE FLEXIBILITY ORGANICINDIA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1203;1203;creatina;UNIDADES;10%;;;NORMAL;;V;C;S; 
1216;1216;cretin excell;UNIDADES;10%;;;NORMAL;;V;C;S; 
866;866;CRISPBREAD;UNIDADES;10%;;;NORMAL;;V;C;S; 
495;495;CURCUMA 250CAP;UNIDADES;10%;;;NORMAL;;V;C;S; 
986;986;CURCUMA Y P;UNIDADES;10%;;;NORMAL;;V;C;S; 
836;836;CURCUMA Y PIMIENTA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1445;1445;CYST OPTIM;UNIDADES;10%;;;NORMAL;;V;C;S; 
1448;1448;CYSTICARE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1597;1597;CHAMPU PROPOLEO;UNIDADES;10%;;;NORMAL;;V;C;S; 
858;858;CHIPS DE MAIZ;UNIDADES;10%;;;NORMAL;;V;C;S; 
311;311;chlorella 200g;UNIDADES;10%;;;NORMAL;;V;C;S; 
1197;1197;CHROMIUM;UNIDADES;10%;;;NORMAL;;V;C;S; 
1602;1602;DERMINTACT;UNIDADES;10%;;;NORMAL;;V;C;S; 
1612;1612;DETOXIN G1;UNIDADES;10%;;;NORMAL;;V;C;S; 
1543;1543;digest basic;UNIDADES;10%;;;NORMAL;;V;C;S; 
1545;1545;digest gold;UNIDADES;10%;;;NORMAL;;V;C;S; 
1544;1544;DIGEST SEPCTRUM;UNIDADES;10%;;;NORMAL;;V;C;S; 
1202;1202;DMAE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1502;1502;drena ren;UNIDADES;10%;;;NORMAL;;V;C;S; 
1205;1205;E 400;UNIDADES;10%;;;NORMAL;;V;C;S; 
1438;1438;EDIBLE HEALTH;UNIDADES;0%;;;NORMAL;;V;C;S; 
1624;1624;ELECTROLITOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1578;1578;ELIXIR BUCAL;UNIDADES;10%;;;NORMAL;;V;C;S; 
984;984;ENERGY MIX PROTEIN;UNIDADES;10%;;;NORMAL;;V;C;S; 
1500;1500;energy up;UNIDADES;10%;;;NORMAL;;V;C;S; 
1546;1546;ENZYMAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1501;1501;EPA BIODETOX;UNIDADES;10%;;;NORMAL;;V;C;S; 
1239;1239;EQUINACEA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1595;1595;ERYSIM;UNIDADES;10%;;;NORMAL;;V;C;S; 
1490;1490;evacuaplus;UNIDADES;10%;;;NORMAL;;V;C;S; 
1200;1200;EVNING PRIMROSE OIL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1470;1470;evoburn SIN ESTIMULANTE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1472;1472;EVOBURN SIN ESTM;UNIDADES;10%;;;NORMAL;;V;C;S; 
1471;1471;EVODERN;UNIDADES;10%;;;NORMAL;;V;C;S; 
1468;1468;evozma;UNIDADES;10%;;;NORMAL;;V;C;S; 
1356;1356;EXTRACTO DE OLIVO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1447;1447;fem optim;UNIDADES;10%;;;NORMAL;;V;C;S; 
1302;1302;FEMPROBIO;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 39 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001001 NUTRICION;;;;;;;;;;;;;;;;;;;;;;
1354;1354;fenugreek;UNIDADES;10%;;;NORMAL;;V;C;S; 
1504;1504;ferrocaps Q10;UNIDADES;10%;;;NORMAL;;V;C;S; 
1503;1503;FERRONEMIS Q10;UNIDADES;10%;;;NORMAL;;V;C;S; 
840;840;FRUTTI OSITOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1477;1477;GARLIC;UNIDADES;10%;;;NORMAL;;V;C;S; 
1444;1444;gastric optim;UNIDADES;10%;;;NORMAL;;V;C;S; 
1599;1599;GEL DE DUCHA PROPOLEO;UNIDADES;21%;;;NORMAL;;V;C;S; 
1600;1600;gel intimo propoleo;UNIDADES;21%;;;NORMAL;;V;C;S; 
1583;1583;GENGIVITAFORM;UNIDADES;10%;;;NORMAL;;V;C;S; 
135;135;GERMEN DE TRIGO 300G;UNIDADES;10%;;;NORMAL;;V;C;S; 
396;396;GILOY;UNIDADES;10%;;;NORMAL;;V;C;S; 
983;983;GINKGO BILOBA;UNIDADES;10%;;;NORMAL;;V;C;S; 
389;389;GINSENG SIBERIANO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1646;1646;GLUTATHIONE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1357;1357;GLYCINE NOW;UNIDADES;10%;;;NORMAL;;V;C;S; 
1539;1539;GOLAGEN joint;UNIDADES;10%;;;NORMAL;;V;C;S; 
390;390;GRANOLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1267;1267;GREEN MIX;UNIDADES;10%;;;NORMAL;;V;C;S; 
381;381;GUARANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1214;1214;GUM GUAR;UNIDADES;10%;;;NORMAL;;V;C;S; 
1213;1213;GUM XANTAN;UNIDADES;10%;;;NORMAL;;V;C;S; 
1639;1639;GYMNEMA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1590;1590;HERPROPOL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1581;1581;HG EXTRACT;UNIDADES;10%;;;NORMAL;;V;C;S; 
834;834;HIERBA DE TRIGO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1353;1353;HOJA DE MORERA 500mgSWANSON;UNIDADES;10%;;;NORMAL;;V;C;S; 
388;388;HUNGUS 7 MIX;UNIDADES;10%;;;NORMAL;;V;C;S; 
1638;1638;IMMUPROBIO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1584;1584;inmsitake;UNIDADES;10%;;;NORMAL;;V;C;S; 
1589;1589;J CLASSIC KIDS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1499;1499;JALEA FORTE 2000MG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1242;1242;JALEA REAL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1497;1497;JALEA REAL NIÑOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1498;1498;JALEA REAL PERLAS 1000MG;UNIDADES;10%;;;NORMAL;;V;C;S; 
