SAMINATURA BINEFAR;;;;;;;;;;;;;;;;;;;;;;
ARTICULOS GENERAL;;;;;;;;;;;;;;;;;;;;;;

Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F
408;408;TULSI SLEEP;UNIDADES;10%;;;NORMAL;;V;C;S; 
405;405;TULSI WELNESS;UNIDADES;10%;;;NORMAL;;V;C;S; 

001003 LIMPIEZA HOGAR;;;;;;;;;;;;;;;;;;;;;;
1049;1049;BICARBONATO;UNIDADES;21%;;;NORMAL;;V;C;S; 
1047;1047;DETERGENTE ECO VERO 1,5L;UNIDADES;21%;;;NORMAL;;V;C;S; 
1051;1051;ESPONJA;UNIDADES;21%;;;NORMAL;;V;C;S; 
224;224;lavavajilla ecovera camomile;UNIDADES;21%;;;NORMAL;;V;C;S; 
222;222;lavavajillas ecover l aloe;UNIDADES;21%;;;NORMAL;;V;C;S; 
223;223;lavavajillas ecover POMEL;UNIDADES;21%;;;NORMAL;;V;C;S; 
954;954;pañuelos;UNIDADES;10%;;;NORMAL;;V;C;S; 
957;957;SAL LAVAVAJILLA;UNIDADES;21%;;;NORMAL;;V;C;S; 
1048;1048;suavisante eco vero 33;UNIDADES;21%;;;NORMAL;;V;C;S; 

001004 HIGIENE PERSONAL;;;;;;;;;;;;;;;;;;;;;;
1318;1318;acodicionador te;UNIDADES;21%;;;NORMAL;;V;C;S; 
678;678;ACONDICIONADO TRATNTE;UNIDADES;21%;;;NORMAL;;V;C;S; 
625;625;acondicionador;UNIDADES;21%;;;NORMAL;;V;C;S; 
1316;1316;acondicionador aloe;UNIDADES;21%;;;NORMAL;;V;C;S; 
1485;1485;acondicionador ALOE;UNIDADES;21%;;;NORMAL;;V;C;S; 
1486;1486;Acondicionador camolmila;UNIDADES;21%;;;NORMAL;;V;C;S; 
342;342;ACONDICIONADOR COCO;UNIDADES;21%;;;NORMAL;;V;C;S; 
1484;1484;acondicionador lavanda;UNIDADES;21%;;;NORMAL;;V;C;S; 
1317;1317;ACONDICIONADOR NIÑOS;UNIDADES;21%;;;NORMAL;;V;C;S; 
677;677;acondicionador vita;UNIDADES;21%;;;NORMAL;;V;C;S; 
693;693;AGUA LIMPIADOR BEBE;UNIDADES;21%;;;NORMAL;;V;C;S; 
345;345;ARCILLA BLANCA POLVO;UNIDADES;21%;;;NORMAL;;V;C;S; 
457;457;balsamo ginseng;UNIDADES;21%;;;NORMAL;;V;C;S; 
680;680;BOLSA JABON;UNIDADES;21%;;;NORMAL;;V;C;S; 
706;706;CABEZALES PARA CP ELC;UNIDADES;21%;;;NORMAL;;V;C;S; 
462;462;CAMOMILA CHAMPU;UNIDADES;21%;;;NORMAL;;V;C;S; 
705;705;CEPILLO ADULTO;UNIDADES;21%;;;NORMAL;;V;C;S; 
704;704;CEPILLO ADULTO P2;UNIDADES;21%;;;NORMAL;;V;C;S; 
698;698;CEPILLO bebe;UNIDADES;21%;;;NORMAL;;V;C;S; 
699;699;CEPILLO NIÑO;UNIDADES;21%;;;NORMAL;;V;C;S; 
696;696;cepillo niño bambu;UNIDADES;21%;;;NORMAL;;V;C;S; 
650;650;cepillo pie & pomez;UNIDADES;21%;;;NORMAL;;V;C;S; 
1273;1273;CREMA PAÑALES;UNIDADES;21%;;;NORMAL;;V;C;S; 
628;628;champu 2*1;UNIDADES;21%;;;NORMAL;;V;C;S; 
460;460;CHAMPU ALOE;UNIDADES;21%;;;NORMAL;;V;C;S; 
676;676;champu cabello bl gris;UNIDADES;21%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 58 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001004 HIGIENE PERSONAL;;;;;;;;;;;;;;;;;;;;;;
1046;1046;CHAMPU CALENDULA;UNIDADES;21%;;;NORMAL;;V;C;S; 
354;354;champu coco 250ml;UNIDADES;21%;;;NORMAL;;V;C;S; 
341;341;champu ortiga 500ml;UNIDADES;21%;;;NORMAL;;V;C;S; 
1042;1042;CHAMPU RASUL;UNIDADES;21%;;;NORMAL;;V;C;S; 
461;461;champu reforzante;UNIDADES;21%;;;NORMAL;;V;C;S; 
340;340;CHAMPU ROMERO;UNIDADES;21%;;;NORMAL;;V;C;S; 
339;;champu te 500ml;UNIDADES;21%;;;NORMAL;;V;C;S; 
710;710;DENT  PASTILLA;UNIDADES;21%;;;NORMAL;;V;C;S; 
594;594;dent espirulina;UNIDADES;21%;;;NORMAL;;V;C;S; 
336;336;DENT EUCALIPTUS;UNIDADES;21%;;;NORMAL;;V;C;S; 
670;670;DENT FRESCOR SUAVE;UNIDADES;21%;;;NORMAL;;V;C;S; 
335;335;dent menta te;UNIDADES;21%;;;NORMAL;;V;C;S; 
466;466;DEO CITRUS;UNIDADES;21%;;;NORMAL;;V;C;S; 
465;465;deo crystal;UNIDADES;21%;;;NORMAL;;V;C;S; 
467;467;deo men;UNIDADES;21%;;;NORMAL;;V;C;S; 
468;468;DEO SALVIA;UNIDADES;21%;;;NORMAL;;V;C;S; 
469;469;deo tomillo;UNIDADES;21%;;;NORMAL;;V;C;S; 
599;599;DESOD FRECH;UNIDADES;21%;;;NORMAL;;V;C;S; 
601;601;desod sens;UNIDADES;21%;;;NORMAL;;V;C;S; 
600;600;DESOD SENS 24H;UNIDADES;21%;;;NORMAL;;V;C;S; 
602;602;desod spray;UNIDADES;21%;;;NORMAL;;V;C;S; 
347;347;DESODORANTE COCO;UNIDADES;21%;;;NORMAL;;V;C;S; 
337;337;enjuague bocal;UNIDADES;21%;;;NORMAL;;V;C;S; 
675;675;espuma intima;UNIDADES;21%;;;NORMAL;;V;C;S; 
648;648;EXFOLIANTE;UNIDADES;21%;;;NORMAL;;V;C;S; 
1160;1160;gel aloe;UNIDADES;21%;;;NORMAL;;V;C;S; 
351;351;GEL BAÑO 500ML;UNIDADES;21%;;;NORMAL;;V;C;S; 
694;694;gel de baño bebe;UNIDADES;21%;;;NORMAL;;V;C;S; 
627;627;GEL DEFINIDOR RIZOS;UNIDADES;21%;;;NORMAL;;V;C;S; 
1274;1274;gel ducha bebe;UNIDADES;21%;;;NORMAL;;V;C;S; 
1271;1271;gel ducha karite;UNIDADES;21%;;;NORMAL;;V;C;S; 
592;592;GEL DUCHA VAINILLA;UNIDADES;21%;;;NORMAL;;V;C;S; 
338;338;GEL INTIMO;UNIDADES;21%;;;NORMAL;;V;C;S; 
708;708;HILO D CARBON;UNIDADES;21%;;;NORMAL;;V;C;S; 
709;709;hilo d dolbe;UNIDADES;21%;;;NORMAL;;V;C;S; 
707;707;hilo d menta;UNIDADES;21%;;;NORMAL;;V;C;S; 
683;683;jabon oliva 300g;UNIDADES;21%;;;NORMAL;;V;C;S; 
1601;1601;JABON PROPOLEO;UNIDADES;21%;;;NORMAL;;V;C;S; 
473;473;locion antipiojos;UNIDADES;21%;;;NORMAL;;V;C;S; 
1598;1598;locion tonica;UNIDADES;21%;;;NORMAL;;V;C;S; 
593;593;locion vainilla;UNIDADES;21%;;;NORMAL;;V;C;S; 
463;463;lupulo champo;UNIDADES;21%;;;NORMAL;;V;C;S; 
649;649;manopla ovalada;UNIDADES;21%;;;NORMAL;;V;C;S; 
464;464;ORTIGA CHAMPO;UNIDADES;21%;;;NORMAL;;V;C;S; 
667;667;pack pelo;UNIDADES;21%;;;NORMAL;;V;C;S; 
1061;1061;PAPEL DE COCINA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1060;1060;papel higienico;UNIDADES;21%;;;NORMAL;;V;C;S; 
711;711;pastilla leche burra;UNIDADES;21%;;;NORMAL;;V;C;S; 
651;651;PIEDRA POMEZ;UNIDADES;21%;;;NORMAL;;V;C;S; 
1064;1064;salva slips bolsillo 24;UNIDADES;21%;;;NORMAL;;V;C;S; 
1063;1063;SALVA SLIPS MAXI 20;UNIDADES;21%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 59 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001004 HIGIENE PERSONAL;;;;;;;;;;;;;;;;;;;;;;
1062;1062;salvaslipsultrafino 24;UNIDADES;21%;;;NORMAL;;V;C;S; 
721;721;servilletas;UNIDADES;21%;;;NORMAL;;V;C;S; 
598;598;SET VIAJE;UNIDADES;21%;;;NORMAL;;V;C;S; 
343;343;spray coco;UNIDADES;21%;;;NORMAL;;V;C;S; 
626;626;SPRAY DESNREDANTE;UNIDADES;21%;;;NORMAL;;V;C;S; 
344;344;spray romero;UNIDADES;21%;;;NORMAL;;V;C;S; 
476;476;SPRAY SOLAR;UNIDADES;21%;;;NORMAL;;V;C;S; 
475;475;spray solar niño;UNIDADES;21%;;;NORMAL;;V;C;S; 
474;474;SPRAY TE TREE;UNIDADES;21%;;;NORMAL;;V;C;S; 

001005 COSMETICA;;;;;;;;;;;;;;;;;;;;;;
657;657; balsamo labial 1;UNIDADES;21%;;;NORMAL;;V;C;S; 
1258;1258;ACEITE DE BAOBAB 100ML;UNIDADES;0%;;;NORMAL;;V;C;S; 
1259;1259;ACEITE DE BAOBAB 50ML;UNIDADES;0%;;;NORMAL;;V;C;S; 
1257;1257;ACEITE DE CARA 50ML;UNIDADES;0%;;;NORMAL;;V;C;S; 
1660;1660;aceite de comino negro;UNIDADES;0%;;;NORMAL;;V;C;S; 
1260;1260;ACEITE DE HIGO CHUMBO;UNIDADES;0%;;;NORMAL;;V;C;S; 
1264;1264;ACEITE DE MARULA 100ml;UNIDADES;0%;;;NORMAL;;V;C;S; 
1263;1263;ACEITE DE MARULA 50ML;UNIDADES;0%;;;NORMAL;;V;C;S; 
1262;1262;ACEITE DE RECINO 100ml;UNIDADES;0%;;;NORMAL;;V;C;S; 
1261;1261;ACEITE DE RECINO 50ML;UNIDADES;0%;;;NORMAL;;V;C;S; 
712;712;ACEITE FACIAL ELIXIR;UNIDADES;21%;;;NORMAL;;V;C;S; 
664;664;ACEITE LABIAL;UNIDADES;21%;;;NORMAL;;V;C;S; 
695;695;AGUA PERFUMADA;UNIDADES;21%;;;NORMAL;;V;C;S; 
918;918;ANTI MOSQUITOS;UNIDADES;21%;;;NORMAL;;V;C;S; 
647;647;antifaz relajante;UNIDADES;21%;;;NORMAL;;V;C;S; 
512;512;ARGAN CBD;UNIDADES;21%;;;NORMAL;;V;C;S; 
658;658;balsamo labial 2;UNIDADES;21%;;;NORMAL;;V;C;S; 
659;659;balsamo labial 3;UNIDADES;21%;;;NORMAL;;V;C;S; 
660;660;balsamo labial 4;UNIDADES;21%;;;NORMAL;;V;C;S; 
674;674;BALSAMO LABIAL KARITE;UNIDADES;21%;;;NORMAL;;V;C;S; 
458;458;BALSAMO SOLAR BEBE;UNIDADES;21%;;;NORMAL;;V;C;S; 
514;514;CASTOR CBD;UNIDADES;21%;;;NORMAL;;V;C;S; 
701;701;CEPILLO ADULTO;UNIDADES;21%;;;NORMAL;;V;C;S; 
681;681;cepillo masajeador;UNIDADES;21%;;;NORMAL;;V;C;S; 
1280;1280;clean yuzu gel;UNIDADES;21%;;;NORMAL;;V;C;S; 
919;919;colonia natural;UNIDADES;21%;;;NORMAL;;V;C;S; 
692;692;contorno anti age;UNIDADES;21%;;;NORMAL;;V;C;S; 
597;597;contorno ojos;UNIDADES;21%;;;NORMAL;;V;C;S; 
916;916;CREMA ANTI VERUGAS;UNIDADES;21%;;;NORMAL;;V;C;S; 
686;686;CREMA DE MANOS;UNIDADES;21%;;;NORMAL;;V;C;S; 
690;690;crema dia  anti age;UNIDADES;21%;;;NORMAL;;V;C;S; 
459;459;crema solar cara;UNIDADES;21%;;;NORMAL;;V;C;S; 
671;671;dent blanqueador;UNIDADES;21%;;;NORMAL;;V;C;S; 
669;669;dent encia sana;UNIDADES;21%;;;NORMAL;;V;C;S; 
672;672;DENT NIÑO FR;UNIDADES;21%;;;NORMAL;;V;C;S; 
673;673;dent pl;UNIDADES;21%;;;NORMAL;;V;C;S; 
346;346;desodorante rosas;UNIDADES;21%;;;NORMAL;;V;C;S; 
679;679;disco alg;UNIDADES;21%;;;NORMAL;;V;C;S; 
632;632;ESMALTE;UNIDADES;21%;;;NORMAL;;V;C;S; 
682;682;ESPONJA KONJAK;UNIDADES;21%;;;NORMAL;;V;C;S; 
655;655;fluido;UNIDADES;21%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 60 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001005 COSMETICA;;;;;;;;;;;;;;;;;;;;;;
595;595;fluido facial vit c;UNIDADES;21%;;;NORMAL;;V;C;S; 
691;691;GEL DE NOCHE ANTI AGE;UNIDADES;21%;;;NORMAL;;V;C;S; 
688;688;GEL EXFOLIANTE;UNIDADES;21%;;;NORMAL;;V;C;S; 
687;687;gel limpiador;UNIDADES;21%;;;NORMAL;;V;C;S; 
656;656;GEL SOS;UNIDADES;21%;;;NORMAL;;V;C;S; 
511;511;JOJOBA CBD;UNIDADES;21%;;;NORMAL;;V;C;S; 
917;917;LIMPIADOR FACIAL;UNIDADES;21%;;;NORMAL;;V;C;S; 
713;713;locion c revitalizante;UNIDADES;21%;;;NORMAL;;V;C;S; 
348;348;locion coco;UNIDADES;21%;;;NORMAL;;V;C;S; 
1270;1270;LOCION ROSA;UNIDADES;21%;;;NORMAL;;V;C;S; 
685;685;manteca corporal;UNIDADES;21%;;;NORMAL;;V;C;S; 
684;684;MANTECA CORPORAL;UNIDADES;21%;;;NORMAL;;V;C;S; 
1278;1278;mascar vegan;UNIDADES;21%;;;NORMAL;;V;C;S; 
1277;1277;MASCARA EXTENSION;UNIDADES;21%;;;NORMAL;;V;C;S; 
1276;1276;mascara sensitive;UNIDADES;21%;;;NORMAL;;V;C;S; 
1275;1275;MASCARA VOLUME FRESH;UNIDADES;21%;;;NORMAL;;V;C;S; 
1272;1272;MASCARILLA CARBON;UNIDADES;21%;;;NORMAL;;V;C;S; 
375;375;PACK LAVANDA;UNIDADES;21%;;;NORMAL;;V;C;S; 
377;377;PACK LEMONGRASS;UNIDADES;21%;;;NORMAL;;V;C;S; 
376;376;pack rosa;UNIDADES;21%;;;NORMAL;;V;C;S; 
752;752;pañuelos faciales;UNIDADES;21%;;;NORMAL;;V;C;S; 
665;665;perfilador labial;UNIDADES;21%;;;NORMAL;;V;C;S; 
666;666;PERFILADOR LABIAL;UNIDADES;21%;;;NORMAL;;V;C;S; 
662;662;PINTA LABIOS 1;UNIDADES;21%;;;NORMAL;;V;C;S; 
661;661;pinta labios 2;UNIDADES;21%;;;NORMAL;;V;C;S; 
668;668;QUITAESMALTE;UNIDADES;21%;;;NORMAL;;V;C;S; 
652;652;rodillo;UNIDADES;21%;;;NORMAL;;V;C;S; 
513;513;ROSA MOS;UNIDADES;21%;;;NORMAL;;V;C;S; 
596;596;SERUM FACIAL VIT C;UNIDADES;21%;;;NORMAL;;V;C;S; 
1279;1279;SERUM PESTAÑAS;UNIDADES;21%;;;NORMAL;;V;C;S; 
654;654;tonico  facil;UNIDADES;21%;;;NORMAL;;V;C;S; 
663;663;voluminizador;UNIDADES;21%;;;NORMAL;;V;C;S; 

001006 REFRIGERADOS;;;;;;;;;;;;;;;;;;;;;;
531;531; YOGUR GRIEGO CIT 400G;UNIDADES;4%;;;NORMAL;;V;C;S; 
529;529; YOGUR GRIEGO N 400G;UNIDADES;4%;;;NORMAL;;V;C;S; 
530;530; YOGUR GRIEGO VAN 400G;UNIDADES;4%;;;NORMAL;;V;C;S; 
2852;2852;ABBOT GREEK NATURAL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1152;1152;kefir de oveja;UNIDADES;4%;;;NORMAL;;V;C;S; 
1151;1151;KEFIR GRIEGO CABRA;UNIDADES;4%;;;NORMAL;;V;C;S; 
1153;1153;KEFIR UP FRESA;UNIDADES;4%;;;NORMAL;;V;C;S; 
1155;1155;KEFIR UP LIMON;UNIDADES;4%;;;NORMAL;;V;C;S; 
1154;1154;kefir up natural;UNIDADES;4%;;;NORMAL;;V;C;S; 
1158;1158;leche de cabra 1l;UNIDADES;0%;;;NORMAL;;V;C;S; 
532;532;queso 600g;UNIDADES;10%;;;NORMAL;;V;C;S; 
1159;1159;QUESO DE BURGOS;UNIDADES;2%;;;NORMAL;;V;C;S; 
1224;1224;queso de oveja nube;UNIDADES;0%;;;NORMAL;;V;C;S; 
979;979;SEITAN;UNIDADES;10%;;;NORMAL;;V;C;S; 
978;978;TEMPEH;UNIDADES;10%;;;NORMAL;;V;C;S; 
527;527;TOFU;UNIDADES;10%;;;NORMAL;;V;C;S; 
733;733;VEGUP BIO ARN;UNIDADES;10%;;;NORMAL;;V;C;S; 
734;734;VEGUP BIO COCO;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 61 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001006 REFRIGERADOS;;;;;;;;;;;;;;;;;;;;;;
735;735;VEGUP BIO MANGO;UNIDADES;10%;;;NORMAL;;V;C;S; 
528;528;YOGUR 250g;UNIDADES;10%;;;NORMAL;;V;C;S; 
1157;1157;YOGUR CABRA;UNIDADES;10%;;;NORMAL;;V;C;S; 
736;736;YOGUR CABRA BIFIDUS BIO;UNIDADES;10%;;;NORMAL;;V;C;S; 
737;737;YOGUR CABRA BIO;UNIDADES;10%;;;NORMAL;;V;C;S; 
739;739;yogur coco natural;UNIDADES;10%;;;NORMAL;;V;C;S; 
1162;1162;yogur de cabra coco;UNIDADES;4%;;;NORMAL;;V;C;S; 
1156;1156;yogur de oveja;UNIDADES;10%;;;NORMAL;;V;C;S; 
1161;1161;YOGUR MANGO P2;UNIDADES;4%;;;NORMAL;;V;C;S; 
740;740;YOGUR SOJA ALBARICOQUE;UNIDADES;10%;;;NORMAL;;V;C;S; 
741;741;yogur soja choco p4;UNIDADES;10%;;;NORMAL;;V;C;S; 
742;742;YOGUR SOJA FR;UNIDADES;10%;;;NORMAL;;V;C;S; 
743;743;YOGUR SOJA VAINILLA;UNIDADES;10%;;;NORMAL;;V;C;S; 

001007 DEPORTE;;;;;;;;;;;;;;;;;;;;;;
565;565;;UNIDADES;10%;;;NORMAL;;V;C;S; 
1180;1180;11FIT CEREZA COLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1176;1176;11FIT MANGO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1177;1177;11fit piña;UNIDADES;10%;;;NORMAL;;V;C;S; 
1178;1178;11FIT PLATANO FRESA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1175;1175;11fit tropical;UNIDADES;10%;;;NORMAL;;V;C;S; 
1219;1219;AMILOPECTINA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1250;1250;amino arginina;UNIDADES;10%;;;NORMAL;;V;C;S; 
1249;1249;amino arginina COLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1248;1248;amino arginina mango;UNIDADES;10%;;;NORMAL;;V;C;S; 
1253;1253;APETISTOP;UNIDADES;10%;;;NORMAL;;V;C;S; 
1066;1066;ARTICULO 1066;UNIDADES;10%;;;NORMAL;;V;C;S; 
1181;1181;ARTILIFE PRO;UNIDADES;10%;;;NORMAL;;V;C;S; 
807;807;AVENA COOKIES;UNIDADES;10%;;;NORMAL;;V;C;S; 
806;806;AVENA CHOCO NUTS;UNIDADES;10%;;;NORMAL;;V;C;S; 
560;560;B&G KOJAC;UNIDADES;10%;;;NORMAL;;V;C;S; 
558;558;B&G SANDIA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1004;1004;BAGELS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1349;1349;bbq italian;UNIDADES;10%;;;NORMAL;;V;C;S; 
1366;1366;bedtime hot choco;UNIDADES;10%;;;NORMAL;;V;C;S; 
786;786;BOLERO BANANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
783;783;bolero berry;UNIDADES;10%;;;NORMAL;;V;C;S; 
1170;1170;BOLERO BLUEBERRY;UNIDADES;10%;;;NORMAL;;V;C;S; 
1171;1171;bolero cereza;UNIDADES;10%;;;NORMAL;;V;C;S; 
1172;1172;BOLERO GUANABANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1173;1173;bolero ice te maracuya;UNIDADES;10%;;;NORMAL;;V;C;S; 
784;784;BOLERO MELC;UNIDADES;10%;;;NORMAL;;V;C;S; 
768;768;bolero pack 6;UNIDADES;10%;;;NORMAL;;V;C;S; 
785;785;bolero papaya;UNIDADES;10%;;;NORMAL;;V;C;S; 
787;787;bolero piña;UNIDADES;10%;;;NORMAL;;V;C;S; 
1618;1618;BOTELLA AZUL;UNIDADES;21%;;;NORMAL;;V;C;S; 
1616;1616;BOTELLA GRIS;UNIDADES;21%;;;NORMAL;;V;C;S; 
1615;1615;BOTELLA LILA;UNIDADES;21%;;;NORMAL;;V;C;S; 
1617;1617;BOTELLA NARANJA;UNIDADES;21%;;;NORMAL;;V;C;S; 
1613;1613;BOTELLA ROSA;UNIDADES;21%;;;NORMAL;;V;C;S; 
1290;1290;BURGER PRO;UNIDADES;10%;;;NORMAL;;V;C;S; 
801;801;burner;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 62 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001007 DEPORTE;;;;;;;;;;;;;;;;;;;;;;
1075;1075;CARNIBOOM;UNIDADES;10%;;;NORMAL;;V;C;S; 
1348;1348;CESAR;UNIDADES;10%;;;NORMAL;;V;C;S; 
536;536;CFM ISO ZERO choco negro  1KG;UNIDADES;10%;;;NORMAL;;V;C;S; 
535;535;CFM ISO ZERO LECHE CANELA1KG;UNIDADES;10%;;;NORMAL;;V;C;S; 
537;537;CFM ISO ZERO MOWGLY WHITE1KG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1247;1247;CFM MEGATROCITOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
589;589;cfm monodosis;UNIDADES;10%;;;NORMAL;;V;C;S; 
1365;1365;citrulina;UNIDADES;10%;;;NORMAL;;V;C;S; 
1282;1282;CITRULINA FRUIT;UNIDADES;10%;;;NORMAL;;V;C;S; 
1281;1281;CITRULINA GREEN;UNIDADES;10%;;;NORMAL;;V;C;S; 
1376;1376;CLEAR  PIÑA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1379;1379;CLEAR CEREZA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1375;1375;CLEAR LIMON;UNIDADES;10%;;;NORMAL;;V;C;S; 
1377;1377;CLEAR MELOCOTON;UNIDADES;10%;;;NORMAL;;V;C;S; 
1378;1378;CLEAR nuetro;UNIDADES;10%;;;NORMAL;;V;C;S; 
1283;1283;CLEAR PROTEIN WATER MELC500ML;UNIDADES;10%;;;NORMAL;;V;C;S; 
556;556;CLEAR PROTIEN kojac sandia750G;UNIDADES;10%;;;NORMAL;;V;C;S; 
1127;1127;cmf natillas;UNIDADES;10%;;;NORMAL;;V;C;S; 
1220;1220;CREABIG;UNIDADES;10%;;;NORMAL;;V;C;S; 
559;559;CREABIG KOJAC;UNIDADES;10%;;;NORMAL;;V;C;S; 
1068;1068;CREABIG KOJAC COLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
561;561;CREABIG PIRULETA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1065;1065;creabig smint limon;UNIDADES;10%;;;NORMAL;;V;C;S; 
1067;1067;creabig ultra pure;UNIDADES;10%;;;NORMAL;;V;C;S; 
1011;1011;CREAM SPECULOOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1012;1012;CREAM SPECULOOS CACAO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1384;1384;CREAPURE 500G LOLIPOP;UNIDADES;10%;;;NORMAL;;V;C;S; 
1382;1382;CREAPURE COLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1383;1383;creapure lolipop 200 mesh;UNIDADES;10%;;;NORMAL;;V;C;S; 
1381;1381;creapure naranja 500g;UNIDADES;10%;;;NORMAL;;V;C;S; 
1385;1385;creatina 220 MESH;UNIDADES;10%;;;NORMAL;;V;C;S; 
1380;1380;CREATINA CREAPURE 500G;UNIDADES;10%;;;NORMAL;;V;C;S; 
795;795;creatina monohyd;UNIDADES;10%;;;NORMAL;;V;C;S; 
817;817;CREMA NUTPRO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1010;1010;CREMA NUTPRO DUO;UNIDADES;10%;;;NORMAL;;V;C;S; 
816;816;crema speculoos;UNIDADES;10%;;;NORMAL;;V;C;S; 
1003;1003;CYCLO ENERGY GEL lim;UNIDADES;10%;;;NORMAL;;V;C;S; 
811;811;CHIOS PROTEIN;UNIDADES;10%;;;NORMAL;;V;C;S; 
814;814;chips protein;UNIDADES;10%;;;NORMAL;;V;C;S; 
815;815;CHIPS PROTEIN;UNIDADES;10%;;;NORMAL;;V;C;S; 
1620;1620;DETOX SALT;UNIDADES;21%;;;NORMAL;;V;C;S; 
1344;1344;dulce de leche;UNIDADES;10%;;;NORMAL;;V;C;S; 
796;796;ELEKTRO ACID APPLE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1183;1183;ELEKTRO bubble cola;UNIDADES;10%;;;NORMAL;;V;C;S; 
799;799;ELEKTRO CANDY;UNIDADES;10%;;;NORMAL;;V;C;S; 
1185;1185;ELEKTRO FRUIT;UNIDADES;10%;;;NORMAL;;V;C;S; 
800;800;ELEKTRO SANDIA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1184;1184;elektro ultra energy;UNIDADES;10%;;;NORMAL;;V;C;S; 
798;798;ELEKTRO ultra energy;UNIDADES;10%;;;NORMAL;;V;C;S; 
797;797;ELEKTRO ULTRA GREEN;UNIDADES;10%;;;NORMAL;;V;C;S; 
790;790;ELEVEN EXOTIC;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 63 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001007 DEPORTE;;;;;;;;;;;;;;;;;;;;;;
1179;1179;eleven fit papaya;UNIDADES;10%;;;NORMAL;;V;C;S; 
788;788;ELEVEN KIT-MIX;UNIDADES;10%;;;NORMAL;;V;C;S; 
792;792;ELEVEN PIÑA COLADA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1001;1001;energy gel limon c;UNIDADES;10%;;;NORMAL;;V;C;S; 
1000;1000;ENERGY GEL tropical c;UNIDADES;10%;;;NORMAL;;V;C;S; 
1126;1126;ENERGY MIX 1KG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1319;1319;ESPAGUETES DE TOMATE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1217;1217;EVONATIVE CASEIN;UNIDADES;10%;;;NORMAL;;V;C;S; 
1362;1362;evowhey vanilla;UNIDADES;10%;;;NORMAL;;V;C;S; 
1335;1335;fetucine;UNIDADES;10%;;;NORMAL;;V;C;S; 
804;804;fit food cookeis choco dips 1,6KG;UNIDADES;10%;;;NORMAL;;V;C;S; 
803;803;FIT FOOD CHOCO MONKEY 1,6KG;UNIDADES;10%;;;NORMAL;;V;C;S; 
808;808;FIT FOOD CHOCO nuetra 1,6KG;UNIDADES;10%;;;NORMAL;;V;C;S; 
582;582;FLAPMAX COOKIE;UNIDADES;10%;;;NORMAL;;V;C;S; 
